case_id,question_ar,department_code,department_ar,operational_metric,operational_metric_ar,synthetic_value,unit,risk_status,question_tool,question_tool_type,question_type,list,answer_type,intent,cognitive_level,subjectivity,temporal_context,expected_time_scope,purpose_context,bi_purpose_target,expected_answer_form,reference_answer_ar,direct_answer_without_conditioning_ar,conditioned_answer_ar,answer_form_adherent_without,answer_form_adherent_with,temporal_adherent_without,temporal_adherent_with,purpose_aligned_without,purpose_aligned_with,split,notes,AAFAQ_QuestionID,AAFAQ_QuestionText,AAFAQ_QuestionParticle,AAFAQ_QuestionParticleType,AAFAQ_QuestionType,AAFAQ_List,AAFAQ_AnswerType,AAFAQ_Intent,AAFAQ_CognitiveLevel,AAFAQ_Category,AAFAQ_ComplexityLevel,AAFAQ_Subjectivity,AAFAQ_TemporalContext,AAFAQ_PurposeContext,AAFAQ_AnswerSourceText,AAFAQ_Answer
HBI-0487,لماذا ارتفع نسبة عدم الحضور للمواعيد في قسم الأشعة الشهر الماضي؟,RAD,قسم الأشعة,no-show rate,نسبة عدم الحضور للمواعيد,6.6,%,منخفض,ما,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,past,الشهر الماضي,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في قسم الأشعة الشهر الماضي هي 6.6 %. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,في العام الماضي كان نسبة عدم الحضور للمواعيد في قسم الأشعة قريبًا من 6.6 % مع تغيرات موسمية.,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في قسم الأشعة الشهر الماضي هي 6.6 %. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,0,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600487,لماذا ارتفع نسبة عدم الحضور للمواعيد في قسم الأشعة الشهر الماضي؟,لماذا,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,ماضي,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم الأشعة، كانت قيمة نسبة عدم الحضور للمواعيد 6.6 % ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ نسبة عدم الحضور للمواعيد في قسم الأشعة الشهر الماضي هي 6.6 %. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0488,هل نحتاج إلى إعادة توزيع الموارد في قسم القلب بناءً على متوسط وقت انتظار الطوارئ للأسبوع القادم خلال الوردية الليلية؟,CARD,قسم القلب,emergency waiting time,متوسط وقت انتظار الطوارئ,51,دقيقة,متوسط,أي,simple_interrogative,non_factoid,single,description,planning,evaluation,objective,future,للأسبوع القادم,decision_making,decision_support,short_explanatory_sentence,بناءً على قيمة متوسط وقت انتظار الطوارئ في قسم القلب للأسبوع القادم وهي 51 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,الوضع في قسم القلب يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,الوضع في قسم القلب يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,0,0,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600488,هل نحتاج إلى إعادة توزيع الموارد في قسم القلب بناءً على متوسط وقت انتظار الطوارئ للأسبوع القادم خلال الوردية الليلية؟,هل,أداة استفهام,غير واقعي,FALSE,وصف,تخطيط,تقييم,الصحة,عالي,موضوعي,مستقبل,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم القلب، كانت قيمة متوسط وقت انتظار الطوارئ 51 دقيقة ضمن النطاق الزمني (للأسبوع القادم). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة متوسط وقت انتظار الطوارئ في قسم القلب للأسبوع القادم وهي 51 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0489,ما يظهر تقرير الأداء عن استخدام الموارد في أقسام التنويم اليوم في المنطقة ج؟,WARD,أقسام التنويم,resource utilization,استخدام الموارد,78.9,%,متوسط,ما,implicit_question,factoid,single,number,information,comprehension,objective,present,اليوم,information_gathering,reporting,numeric_value_with_unit,استخدام الموارد في أقسام التنويم اليوم يساوي 78.9 %، ويصنف تشغيليًا بأنه متوسط.,في العام الماضي كان استخدام الموارد في أقسام التنويم قريبًا من 78.9 % مع تغيرات موسمية.,استخدام الموارد في أقسام التنويم اليوم يساوي 78.9 %، ويصنف تشغيليًا بأنه متوسط.,1,1,0,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600489,ما يظهر تقرير الأداء عن استخدام الموارد في أقسام التنويم اليوم في المنطقة ج؟,ما,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,حاضر,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة استخدام الموارد 78.9 % ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,استخدام الموارد في أقسام التنويم اليوم يساوي 78.9 %، ويصنف تشغيليًا بأنه متوسط.
HBI-0490,ما السبب المحتمل لتغير زمن إنجاز تقارير الأشعة في أقسام التنويم للأسبوع القادم في المنطقة د؟,WARD,أقسام التنويم,radiology turnaround time,زمن إنجاز تقارير الأشعة,10.3,ساعة,مرتفع,ما,simple_interrogative,non_factoid,single,reason,suggestion,analysis,objective,future,للأسبوع القادم,problem_solving,decision_support,reasoned_explanation,القيمة المسجلة لـ زمن إنجاز تقارير الأشعة في أقسام التنويم للأسبوع القادم هي 10.3 ساعة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ زمن إنجاز تقارير الأشعة في أقسام التنويم للأسبوع القادم هي 10.3 ساعة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ زمن إنجاز تقارير الأشعة في أقسام التنويم للأسبوع القادم هي 10.3 ساعة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600490,ما السبب المحتمل لتغير زمن إنجاز تقارير الأشعة في أقسام التنويم للأسبوع القادم في المنطقة د؟,ما,أداة استفهام,غير واقعي,FALSE,سبب,اقتراح,تحليل,الصحة,متوسط,موضوعي,مستقبل,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة زمن إنجاز تقارير الأشعة 10.3 ساعة ضمن النطاق الزمني (للأسبوع القادم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ زمن إنجاز تقارير الأشعة في أقسام التنويم للأسبوع القادم هي 10.3 ساعة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0491,كيف يمكن تقليل نسبة إلغاء العمليات في المختبر في الربع الأول من 2026 في المنطقة د؟,LAB,المختبر,surgery cancellation rate,نسبة إلغاء العمليات,2.9,%,منخفض,كيف,simple_interrogative,non_factoid,single,description,suggestion,analysis,objective,specific_time,في الربع الأول من 2026,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ نسبة إلغاء العمليات في المختبر في الربع الأول من 2026 هي 2.9 %. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ نسبة إلغاء العمليات في المختبر في الربع الأول من 2026 هي 2.9 %. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ نسبة إلغاء العمليات في المختبر في الربع الأول من 2026 هي 2.9 %. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600491,كيف يمكن تقليل نسبة إلغاء العمليات في المختبر في الربع الأول من 2026 في المنطقة د؟,كيف,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,وقت محدد,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في المختبر، كانت قيمة نسبة إلغاء العمليات 2.9 % ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ نسبة إلغاء العمليات في المختبر في الربع الأول من 2026 هي 2.9 %. يشير المستوى منخفض إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0492,هل نحتاج إلى إعادة توزيع الموارد في الصيدلية بناءً على متوسط مدة الإقامة في الربع الأول من 2026 خلال الوردية الليلية؟,PHARM,الصيدلية,length of stay,متوسط مدة الإقامة,4.6,يوم,متوسط,ما,imperative_like_request,non_factoid,single,boolean,planning,evaluation,objective,specific_time,في الربع الأول من 2026,decision_making,decision_support,yes_no_with_brief_rationale,بناءً على قيمة متوسط مدة الإقامة في الصيدلية في الربع الأول من 2026 وهي 4.6 يوم، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,متوسط مدة الإقامة هو مؤشر تشغيلي يعبر عن أداء الخدمة في الصيدلية.,بناءً على قيمة متوسط مدة الإقامة في الصيدلية في الربع الأول من 2026 وهي 4.6 يوم، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600492,هل نحتاج إلى إعادة توزيع الموارد في الصيدلية بناءً على متوسط مدة الإقامة في الربع الأول من 2026 خلال الوردية الليلية؟,هل,أداة استفهام,غير واقعي,FALSE,نعم/لا,تخطيط,تقييم,الصحة,عالي,موضوعي,وقت محدد,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في الصيدلية، كانت قيمة متوسط مدة الإقامة 4.6 يوم ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة متوسط مدة الإقامة في الصيدلية في الربع الأول من 2026 وهي 4.6 يوم، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0493,لماذا ارتفع معدل إشغال الأسرة في العيادات الخارجية الشهر الماضي في المنطقة هـ خلال الوردية المسائية؟,OPD,العيادات الخارجية,bed occupancy,معدل إشغال الأسرة,76.0,%,متوسط,ما,imperative_like_request,non_factoid,single,description,suggestion,analysis,objective,past,الشهر الماضي,problem_solving,decision_support,short_explanatory_sentence,القيمة المسجلة لـ معدل إشغال الأسرة في العيادات الخارجية الشهر الماضي هي 76.0 %. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ معدل إشغال الأسرة في العيادات الخارجية الشهر الماضي هي 76.0 %. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,القيمة المسجلة لـ معدل إشغال الأسرة في العيادات الخارجية الشهر الماضي هي 76.0 %. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600493,لماذا ارتفع معدل إشغال الأسرة في العيادات الخارجية الشهر الماضي في المنطقة هـ خلال الوردية المسائية؟,لماذا,أداة استفهام,غير واقعي,FALSE,وصف,اقتراح,تحليل,الصحة,متوسط,موضوعي,ماضي,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العيادات الخارجية، كانت قيمة معدل إشغال الأسرة 76.0 % ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ معدل إشغال الأسرة في العيادات الخارجية الشهر الماضي هي 76.0 %. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0494,هل يظهر تقرير الأداء عن زمن إنجاز نتائج المختبر في قسم الطوارئ اليوم في المنطقة ب خلال الوردية الليلية؟,ED,قسم الطوارئ,lab turnaround time,زمن إنجاز نتائج المختبر,158,دقيقة,مرتفع,هل,implicit_question,factoid,single,number,information,comprehension,objective,present,اليوم,information_gathering,reporting,numeric_value_with_unit,زمن إنجاز نتائج المختبر في قسم الطوارئ اليوم يساوي 158 دقيقة، ويصنف تشغيليًا بأنه مرتفع.,يجب إعادة توزيع الموارد فورًا بناءً على زمن إنجاز نتائج المختبر.,في العام الماضي كان زمن إنجاز نتائج المختبر في قسم الطوارئ قريبًا من 158 دقيقة مع تغيرات موسمية.,1,1,1,0,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600494,هل يظهر تقرير الأداء عن زمن إنجاز نتائج المختبر في قسم الطوارئ اليوم في المنطقة ب خلال الوردية الليلية؟,هل,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,حاضر,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم الطوارئ، كانت قيمة زمن إنجاز نتائج المختبر 158 دقيقة ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,زمن إنجاز نتائج المختبر في قسم الطوارئ اليوم يساوي 158 دقيقة، ويصنف تشغيليًا بأنه مرتفع.
HBI-0495,لماذا ارتفع زمن إنجاز تقارير الأشعة في غرف العمليات اليوم؟,OR,غرف العمليات,radiology turnaround time,زمن إنجاز تقارير الأشعة,11.0,ساعة,مرتفع,لماذا,implicit_question,non_factoid,single,reason,suggestion,analysis,objective,present,اليوم,problem_solving,decision_support,reasoned_explanation,القيمة المسجلة لـ زمن إنجاز تقارير الأشعة في غرف العمليات اليوم هي 11.0 ساعة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,زمن إنجاز تقارير الأشعة هو مؤشر تشغيلي يعبر عن أداء الخدمة في غرف العمليات.,القيمة المسجلة لـ زمن إنجاز تقارير الأشعة في غرف العمليات اليوم هي 11.0 ساعة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600495,لماذا ارتفع زمن إنجاز تقارير الأشعة في غرف العمليات اليوم؟,لماذا,أداة استفهام,غير واقعي,FALSE,سبب,اقتراح,تحليل,الصحة,متوسط,موضوعي,حاضر,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في غرف العمليات، كانت قيمة زمن إنجاز تقارير الأشعة 11.0 ساعة ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: مرتفع. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ زمن إنجاز تقارير الأشعة في غرف العمليات اليوم هي 11.0 ساعة. يشير المستوى مرتفع إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
HBI-0496,أي إجراء يجب اتخاذه لتحسين زمن إنجاز تقارير الأشعة في العناية المركزة الشهر الماضي؟,ICU,العناية المركزة,radiology turnaround time,زمن إنجاز تقارير الأشعة,1.7,ساعة,منخفض,أي,implicit_question,non_factoid,single,boolean,planning,evaluation,objective,past,الشهر الماضي,decision_making,decision_support,yes_no_with_brief_rationale,بناءً على قيمة زمن إنجاز تقارير الأشعة في العناية المركزة الشهر الماضي وهي 1.7 ساعة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة زمن إنجاز تقارير الأشعة في العناية المركزة الشهر الماضي وهي 1.7 ساعة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة زمن إنجاز تقارير الأشعة في العناية المركزة الشهر الماضي وهي 1.7 ساعة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600496,أي إجراء يجب اتخاذه لتحسين زمن إنجاز تقارير الأشعة في العناية المركزة الشهر الماضي؟,أي,أداة استفهام,غير واقعي,FALSE,نعم/لا,تخطيط,تقييم,الصحة,عالي,موضوعي,ماضي,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في العناية المركزة، كانت قيمة زمن إنجاز تقارير الأشعة 1.7 ساعة ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة زمن إنجاز تقارير الأشعة في العناية المركزة الشهر الماضي وهي 1.7 ساعة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0497,هل نحتاج إلى إعادة توزيع الموارد في الصيدلية بناءً على نسبة إلغاء العمليات اليوم في المنطقة هـ؟,PHARM,الصيدلية,surgery cancellation rate,نسبة إلغاء العمليات,11.2,%,متوسط,هل,simple_interrogative,non_factoid,single,description,planning,evaluation,objective,present,اليوم,decision_making,decision_support,short_explanatory_sentence,بناءً على قيمة نسبة إلغاء العمليات في الصيدلية اليوم وهي 11.2 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة نسبة إلغاء العمليات في الصيدلية اليوم وهي 11.2 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة نسبة إلغاء العمليات في الصيدلية اليوم وهي 11.2 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600497,هل نحتاج إلى إعادة توزيع الموارد في الصيدلية بناءً على نسبة إلغاء العمليات اليوم في المنطقة هـ؟,هل,أداة استفهام,غير واقعي,FALSE,وصف,تخطيط,تقييم,الصحة,عالي,موضوعي,حاضر,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في الصيدلية، كانت قيمة نسبة إلغاء العمليات 11.2 % ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة نسبة إلغاء العمليات في الصيدلية اليوم وهي 11.2 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0498,ما القرار التشغيلي المناسب إذا استمر استخدام الموارد في الصيدلية في الربع الأول من 2026 خلال الوردية الليلية؟,PHARM,الصيدلية,resource utilization,استخدام الموارد,53.4,%,منخفض,ما,simple_interrogative,non_factoid,single,description,planning,evaluation,objective,specific_time,في الربع الأول من 2026,decision_making,decision_support,short_explanatory_sentence,بناءً على قيمة استخدام الموارد في الصيدلية في الربع الأول من 2026 وهي 53.4 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,بناءً على قيمة استخدام الموارد في الصيدلية في الربع الأول من 2026 وهي 53.4 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,في العام الماضي كان استخدام الموارد في الصيدلية قريبًا من 53.4 % مع تغيرات موسمية.,1,1,1,0,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600498,ما القرار التشغيلي المناسب إذا استمر استخدام الموارد في الصيدلية في الربع الأول من 2026 خلال الوردية الليلية؟,ما,أداة استفهام,غير واقعي,FALSE,وصف,تخطيط,تقييم,الصحة,عالي,موضوعي,وقت محدد,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في الصيدلية، كانت قيمة استخدام الموارد 53.4 % ضمن النطاق الزمني (في الربع الأول من 2026). حالة المخاطر التشغيلية: منخفض. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة استخدام الموارد في الصيدلية في الربع الأول من 2026 وهي 53.4 %، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0499,هل قيمة متوسط وقت انتظار الطوارئ في أقسام التنويم خلال اليوم؟,WARD,أقسام التنويم,emergency waiting time,متوسط وقت انتظار الطوارئ,40,دقيقة,متوسط,هل,implicit_question,factoid,single,number,information,comprehension,objective,present,اليوم,information_gathering,reporting,numeric_value_with_unit,متوسط وقت انتظار الطوارئ في أقسام التنويم اليوم يساوي 40 دقيقة، ويصنف تشغيليًا بأنه متوسط.,الوضع في أقسام التنويم يحتاج إلى متابعة عامة لأن المؤشر يبدو غير مستقر.,متوسط وقت انتظار الطوارئ في أقسام التنويم اليوم يساوي 40 دقيقة، ويصنف تشغيليًا بأنه متوسط.,0,1,1,1,0,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600499,هل قيمة متوسط وقت انتظار الطوارئ في أقسام التنويم خلال اليوم؟,هل,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,حاضر,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة متوسط وقت انتظار الطوارئ 40 دقيقة ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,متوسط وقت انتظار الطوارئ في أقسام التنويم اليوم يساوي 40 دقيقة، ويصنف تشغيليًا بأنه متوسط.
HBI-0500,كم يظهر تقرير الأداء عن استخدام الموارد في أقسام التنويم الشهر الماضي؟,WARD,أقسام التنويم,resource utilization,استخدام الموارد,77.6,%,متوسط,كم,imperative_like_request,factoid,single,number,information,comprehension,objective,past,الشهر الماضي,information_gathering,reporting,numeric_value_with_unit,استخدام الموارد في أقسام التنويم الشهر الماضي يساوي 77.6 %، ويصنف تشغيليًا بأنه متوسط.,استخدام الموارد في أقسام التنويم الشهر الماضي يساوي 77.6 %، ويصنف تشغيليًا بأنه متوسط.,استخدام الموارد في أقسام التنويم الشهر الماضي يساوي 77.6 %، ويصنف تشغيليًا بأنه متوسط.,1,1,1,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600500,كم يظهر تقرير الأداء عن استخدام الموارد في أقسام التنويم الشهر الماضي؟,كم,أداة استفهام,واقعي,FALSE,رقم,معلوماتي,فهم,الصحة,منخفض,موضوعي,ماضي,جمع المعلومات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة استخدام الموارد 77.6 % ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,استخدام الموارد في أقسام التنويم الشهر الماضي يساوي 77.6 %، ويصنف تشغيليًا بأنه متوسط.
HBI-0501,أي إجراء يجب اتخاذه لتحسين متوسط تأخر صرف الدواء في أقسام التنويم اليوم؟,WARD,أقسام التنويم,pharmacy delay,متوسط تأخر صرف الدواء,46,دقيقة,متوسط,هل,implicit_question,non_factoid,single,description,planning,evaluation,objective,present,اليوم,decision_making,decision_support,short_explanatory_sentence,بناءً على قيمة متوسط تأخر صرف الدواء في أقسام التنويم اليوم وهي 46 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,في العام الماضي كان متوسط تأخر صرف الدواء في أقسام التنويم قريبًا من 46 دقيقة مع تغيرات موسمية.,بناءً على قيمة متوسط تأخر صرف الدواء في أقسام التنويم اليوم وهي 46 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.,1,1,0,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600501,أي إجراء يجب اتخاذه لتحسين متوسط تأخر صرف الدواء في أقسام التنويم اليوم؟,أي,أداة استفهام,غير واقعي,FALSE,وصف,تخطيط,تقييم,الصحة,عالي,موضوعي,حاضر,اتخاذ القرارات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في أقسام التنويم، كانت قيمة متوسط تأخر صرف الدواء 46 دقيقة ضمن النطاق الزمني (اليوم). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,بناءً على قيمة متوسط تأخر صرف الدواء في أقسام التنويم اليوم وهي 46 دقيقة، يوصى بمراجعة الخطة التشغيلية وتوجيه الموارد نحو نقاط الاختناق ذات الأولوية.
HBI-0502,كيف يمكن تقليل نسبة إلغاء العمليات في قسم القلب الشهر الماضي؟,CARD,قسم القلب,surgery cancellation rate,نسبة إلغاء العمليات,14.3,%,متوسط,كيف,simple_interrogative,non_factoid,single,reason,suggestion,analysis,objective,past,الشهر الماضي,problem_solving,decision_support,reasoned_explanation,القيمة المسجلة لـ نسبة إلغاء العمليات في قسم القلب الشهر الماضي هي 14.3 %. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,في العام الماضي كان نسبة إلغاء العمليات في قسم القلب قريبًا من 14.3 % مع تغيرات موسمية.,القيمة المسجلة لـ نسبة إلغاء العمليات في قسم القلب الشهر الماضي هي 14.3 %. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.,1,1,0,1,1,1,case_study_test,synthetic hospital BI question; no patient-level or real hospital record used,600502,كيف يمكن تقليل نسبة إلغاء العمليات في قسم القلب الشهر الماضي؟,كيف,أداة استفهام,غير واقعي,FALSE,سبب,اقتراح,تحليل,الصحة,متوسط,موضوعي,ماضي,حل المشكلات,بيان تركيبي لأغراض دراسة حالة ذكاء الأعمال بالمستشفى: في قسم القلب، كانت قيمة نسبة إلغاء العمليات 14.3 % ضمن النطاق الزمني (الشهر الماضي). حالة المخاطر التشغيلية: متوسط. لا يمثل هذا البيان سجلات مستشفى حقيقية أو بيانات مرضى.,القيمة المسجلة لـ نسبة إلغاء العمليات في قسم القلب الشهر الماضي هي 14.3 %. يشير المستوى متوسط إلى ضرورة مراجعة الطاقة الاستيعابية وتوزيع الطاقم ومسار الخدمة.
